folder,label
extracted_frames/town 5/town5_sunny/success/run_64,success
extracted_frames/town 5/town5_sunny/success/run_212,success
extracted_frames/town 3/town3_sunny/collision/run_239,failure
extracted_frames/town 2/town2_sunny/success/run_69,success
extracted_frames/town 3/town3_rainy/collision/run_22,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_36,failure
extracted_frames/town 2/town2_rainy/lane_violation/run_29,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_80,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_215,failure
extracted_frames/town 2/town2_rainy/collision/run_82,failure
extracted_frames/town 3/town3_sunny/collision/run_219,failure
extracted_frames/town 3/town3_sunny/collision/run_35,failure
extracted_frames/town 2/town2_sunny/success/run_84,success
extracted_frames/town 3/town3_sunny/lane_violation/run_42,failure
extracted_frames/town 5/town5_sunny/success/run_246,success
extracted_frames/town 5/town5_sunny/success/run_296,success
extracted_frames/town 3/town3_rainy/lane_violation/run_228,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_267,failure
extracted_frames/town 5/town5_sunny/success/run_170,success
extracted_frames/town 5/town5_rainy/lane_violation/run_263,failure
extracted_frames/town 5/town5_sunny/success/run_136,success
extracted_frames/town 3/town3_rainy/collision/run_87,failure
extracted_frames/town 2/town2_rainy/success/run_57,success
extracted_frames/town 5/town5_rainy/lane_violation/run_143,failure
extracted_frames/town 2/town2_sunny/success/run_67,success
extracted_frames/town 5/town5_sunny/success/run_31,success
extracted_frames/town 3/town3_sunny/lane_violation/run_161,failure
extracted_frames/town 2/town2_rainy/collision/run_47,failure
extracted_frames/town 5/town5_sunny/success/run_257,success
extracted_frames/town 5/town5_rainy/lane_violation/run_239,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_209,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_289,failure
extracted_frames/town 2/town2_rainy/collision/run_39,failure
extracted_frames/town 3/town3_sunny/collision/run_12,failure
extracted_frames/town 2/town2_rainy/success/run_76,success
extracted_frames/town 3/town3_sunny/collision/run_106,failure
extracted_frames/town 2/town2_sunny/success/run_83,success
extracted_frames/town 2/town2_sunny/success/run_89,success
extracted_frames/town 5/town5_sunny/success/run_242,success
extracted_frames/town 3/town3_rainy/collision/run_239,failure
extracted_frames/town 5/town5_sunny/success/run_190,success
extracted_frames/town 5/town5_sunny/success/run_17,success
extracted_frames/town 3/town3_sunny/collision/run_1,failure
extracted_frames/town 3/town3_rainy/collision/run_211,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_204,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_270,failure
extracted_frames/town 5/town5_sunny/success/run_10,success
extracted_frames/town 5/town5_sunny/collision/run_1,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_78,failure
extracted_frames/town 5/town5_sunny/success/run_291,success
extracted_frames/town 5/town5_sunny/success/run_244,success
extracted_frames/town 5/town5_sunny/lane_violation/run_207,failure
extracted_frames/town 5/town5_sunny/success/run_245,success
extracted_frames/town 5/town5_rainy/lane_violation/run_192,failure
extracted_frames/town 2/town2_rainy/collision/run_60,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_203,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_175,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_197,failure
extracted_frames/town 2/town2_sunny/success/run_24,success
extracted_frames/town 5/town5_sunny/success/run_195,success
extracted_frames/town 3/town3_sunny/lane_violation/run_256,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_242,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_151,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_266,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_89,failure
extracted_frames/town 2/town2_rainy/success/run_77,success
extracted_frames/town 2/town2_sunny/success/run_88,success
extracted_frames/town 3/town3_rainy/lane_violation/run_85,failure
extracted_frames/town 2/town2_sunny/success/run_36,success
extracted_frames/town 3/town3_rainy/lane_violation/run_210,failure
extracted_frames/town 2/town2_rainy/success/run_72,success
extracted_frames/town 3/town3_rainy/lane_violation/run_131,failure
extracted_frames/town 2/town2_sunny/success/run_51,success
extracted_frames/town 5/town5_sunny/success/run_282,success
extracted_frames/town 5/town5_sunny/success/run_30,success
extracted_frames/town 5/town5_rainy/lane_violation/run_252,failure
extracted_frames/town 3/town3_rainy/collision/run_67,failure
extracted_frames/town 5/town5_sunny/success/run_55,success
extracted_frames/town 5/town5_sunny/success/run_252,success
extracted_frames/town 5/town5_rainy/collision/run_116,failure
extracted_frames/town 2/town2_rainy/lane_violation/run_16,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_233,failure
extracted_frames/town 2/town2_rainy/success/run_78,success
extracted_frames/town 2/town2_sunny/success/run_72,success
extracted_frames/town 5/town5_sunny/success/run_104,success
extracted_frames/town 2/town2_rainy/success/run_5,success
extracted_frames/town 3/town3_rainy/collision/run_216,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_65,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_125,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_196,failure
extracted_frames/town 2/town2_rainy/success/run_92,success
extracted_frames/town 5/town5_sunny/success/run_102,success
extracted_frames/town 5/town5_rainy/lane_violation/run_294,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_124,failure
extracted_frames/town 2/town2_sunny/success/run_33,success
extracted_frames/town 3/town3_rainy/collision/run_112,failure
extracted_frames/town 2/town2_sunny/success/run_64,success
extracted_frames/town 5/town5_sunny/success/run_29,success
extracted_frames/town 2/town2_rainy/success/run_58,success
extracted_frames/town 5/town5_rainy/lane_violation/run_279,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_144,failure
extracted_frames/town 5/town5_sunny/success/run_227,success
extracted_frames/town 5/town5_sunny/success/run_127,success
extracted_frames/town 5/town5_sunny/success/run_112,success
extracted_frames/town 5/town5_sunny/success/run_106,success
extracted_frames/town 5/town5_rainy/lane_violation/run_93,failure
extracted_frames/town 5/town5_sunny/success/run_88,success
extracted_frames/town 5/town5_sunny/lane_violation/run_36,failure
extracted_frames/town 5/town5_sunny/success/run_216,success
extracted_frames/town 5/town5_sunny/success/run_283,success
extracted_frames/town 5/town5_sunny/success/run_49,success
extracted_frames/town 5/town5_sunny/success/run_126,success
extracted_frames/town 3/town3_sunny/lane_violation/run_34,failure
extracted_frames/town 3/town3_rainy/collision/run_188,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_254,failure
extracted_frames/town 2/town2_sunny/success/run_12,success
extracted_frames/town 2/town2_sunny/success/run_1,success
extracted_frames/town 5/town5_sunny/success/run_268,success
extracted_frames/town 5/town5_sunny/success/run_48,success
extracted_frames/town 3/town3_sunny/lane_violation/run_32,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_60,failure
extracted_frames/town 5/town5_sunny/success/run_115,success
extracted_frames/town 2/town2_rainy/lane_violation/run_52,failure
extracted_frames/town 2/town2_sunny/success/run_44,success
extracted_frames/town 3/town3_sunny/lane_violation/run_137,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_154,failure
extracted_frames/town 2/town2_rainy/success/run_36,success
extracted_frames/town 5/town5_sunny/success/run_95,success
extracted_frames/town 5/town5_rainy/lane_violation/run_278,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_225,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_284,failure
extracted_frames/town 5/town5_sunny/success/run_83,success
extracted_frames/town 5/town5_sunny/success/run_85,success
extracted_frames/town 2/town2_sunny/success/run_42,success
extracted_frames/town 5/town5_rainy/success/run_300,success
extracted_frames/town 2/town2_sunny/success/run_20,success
extracted_frames/town 5/town5_sunny/success/run_272,success
extracted_frames/town 5/town5_rainy/collision/run_241,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_33,failure
extracted_frames/town 5/town5_sunny/success/run_180,success
extracted_frames/town 5/town5_rainy/lane_violation/run_275,failure
extracted_frames/town 5/town5_sunny/success/run_253,success
extracted_frames/town 3/town3_sunny/lane_violation/run_144,failure
extracted_frames/town 5/town5_sunny/success/run_18,success
extracted_frames/town 2/town2_rainy/success/run_69,success
extracted_frames/town 3/town3_rainy/lane_violation/run_217,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_236,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_24,failure
extracted_frames/town 5/town5_sunny/success/run_99,success
extracted_frames/town 3/town3_sunny/collision/run_124,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_196,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_156,failure
extracted_frames/town 2/town2_rainy/lane_violation/run_88,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_205,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_254,failure
extracted_frames/town 2/town2_rainy/lane_violation/run_37,failure
extracted_frames/town 2/town2_sunny/success/run_63,success
extracted_frames/town 5/town5_rainy/lane_violation/run_296,failure
extracted_frames/town 5/town5_sunny/success/run_275,success
extracted_frames/town 5/town5_sunny/success/run_51,success
extracted_frames/town 5/town5_sunny/lane_violation/run_294,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_74,failure
extracted_frames/town 5/town5_sunny/success/run_164,success
extracted_frames/town 2/town2_sunny/lane_violation/run_52,failure
extracted_frames/town 5/town5_sunny/success/run_81,success
extracted_frames/town 3/town3_rainy/lane_violation/run_35,failure
extracted_frames/town 2/town2_rainy/success/run_62,success
extracted_frames/town 5/town5_rainy/lane_violation/run_46,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_183,failure
extracted_frames/town 2/town2_rainy/collision/run_96,failure
extracted_frames/town 5/town5_sunny/success/run_23,success
extracted_frames/town 5/town5_sunny/lane_violation/run_161,failure
extracted_frames/town 2/town2_rainy/success/run_87,success
extracted_frames/town 5/town5_sunny/success/run_105,success
extracted_frames/town 2/town2_rainy/success/run_27,success
extracted_frames/town 3/town3_sunny/lane_violation/run_170,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_36,failure
extracted_frames/town 2/town2_rainy/success/run_97,success
extracted_frames/town 5/town5_sunny/lane_violation/run_178,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_58,failure
extracted_frames/town 2/town2_rainy/lane_violation/run_7,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_40,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_246,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_290,failure
extracted_frames/town 3/town3_sunny/collision/run_167,failure
extracted_frames/town 2/town2_sunny/collision/run_50,failure
extracted_frames/town 2/town2_sunny/success/run_75,success
extracted_frames/town 5/town5_sunny/success/run_68,success
extracted_frames/town 5/town5_sunny/success/run_228,success
extracted_frames/town 5/town5_sunny/lane_violation/run_114,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_82,failure
extracted_frames/town 3/town3_sunny/collision/run_60,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_193,failure
extracted_frames/town 5/town5_sunny/success/run_74,success
extracted_frames/town 3/town3_rainy/lane_violation/run_80,failure
extracted_frames/town 5/town5_sunny/success/run_63,success
extracted_frames/town 2/town2_rainy/collision/run_49,failure
extracted_frames/town 5/town5_sunny/success/run_199,success
extracted_frames/town 5/town5_rainy/lane_violation/run_236,failure
extracted_frames/town 5/town5_sunny/success/run_65,success
extracted_frames/town 2/town2_rainy/lane_violation/run_11,failure
extracted_frames/town 3/town3_sunny/collision/run_257,failure
extracted_frames/town 2/town2_sunny/success/run_98,success
extracted_frames/town 5/town5_sunny/success/run_197,success
extracted_frames/town 2/town2_sunny/success/run_85,success
extracted_frames/town 5/town5_rainy/lane_violation/run_193,failure
extracted_frames/town 5/town5_sunny/success/run_107,success
extracted_frames/town 5/town5_sunny/success/run_8,success
extracted_frames/town 3/town3_sunny/lane_violation/run_69,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_244,failure
extracted_frames/town 2/town2_rainy/success/run_99,success
extracted_frames/town 3/town3_rainy/collision/run_238,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_33,failure
extracted_frames/town 2/town2_rainy/success/run_75,success
extracted_frames/town 5/town5_rainy/lane_violation/run_180,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_147,failure
extracted_frames/town 2/town2_sunny/success/run_73,success
extracted_frames/town 2/town2_sunny/success/run_71,success
extracted_frames/town 3/town3_sunny/collision/run_56,failure
extracted_frames/town 5/town5_sunny/success/run_11,success
extracted_frames/town 2/town2_rainy/success/run_3,success
extracted_frames/town 3/town3_rainy/lane_violation/run_128,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_59,failure
extracted_frames/town 2/town2_sunny/success/run_18,success
extracted_frames/town 3/town3_rainy/lane_violation/run_159,failure
extracted_frames/town 2/town2_sunny/success/run_100,success
extracted_frames/town 2/town2_rainy/success/run_73,success
extracted_frames/town 5/town5_sunny/success/run_134,success
extracted_frames/town 2/town2_rainy/lane_violation/run_79,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_161,failure
extracted_frames/town 2/town2_sunny/success/run_21,success
extracted_frames/town 2/town2_rainy/success/run_64,success
extracted_frames/town 2/town2_rainy/success/run_34,success
extracted_frames/town 5/town5_sunny/success/run_59,success
extracted_frames/town 2/town2_sunny/success/run_99,success
extracted_frames/town 5/town5_sunny/success/run_67,success
extracted_frames/town 3/town3_sunny/lane_violation/run_20,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_78,failure
extracted_frames/town 5/town5_sunny/success/run_156,success
extracted_frames/town 5/town5_rainy/collision/run_47,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_61,failure
extracted_frames/town 5/town5_sunny/success/run_169,success
extracted_frames/town 5/town5_sunny/success/run_13,success
extracted_frames/town 3/town3_rainy/collision/run_208,failure
extracted_frames/town 5/town5_sunny/success/run_93,success
extracted_frames/town 3/town3_rainy/lane_violation/run_106,failure
extracted_frames/town 3/town3_rainy/collision/run_103,failure
extracted_frames/town 3/town3_rainy/collision/run_212,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_31,failure
extracted_frames/town 5/town5_sunny/success/run_255,success
extracted_frames/town 5/town5_sunny/success/run_61,success
extracted_frames/town 5/town5_sunny/success/run_179,success
extracted_frames/town 2/town2_rainy/lane_violation/run_91,failure
extracted_frames/town 2/town2_rainy/success/run_21,success
extracted_frames/town 5/town5_sunny/success/run_69,success
extracted_frames/town 5/town5_sunny/lane_violation/run_108,failure
extracted_frames/town 2/town2_sunny/success/run_94,success
extracted_frames/town 5/town5_sunny/success/run_150,success
extracted_frames/town 2/town2_rainy/lane_violation/run_100,failure
extracted_frames/town 5/town5_sunny/success/run_124,success
extracted_frames/town 5/town5_sunny/success/run_237,success
extracted_frames/town 3/town3_sunny/lane_violation/run_11,failure
extracted_frames/town 5/town5_sunny/success/run_135,success
extracted_frames/town 5/town5_rainy/lane_violation/run_27,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_274,failure
extracted_frames/town 5/town5_sunny/success/run_298,success
extracted_frames/town 5/town5_sunny/success/run_54,success
extracted_frames/town 3/town3_rainy/lane_violation/run_215,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_218,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_267,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_32,failure
extracted_frames/town 3/town3_rainy/lane_violation/run_207,failure
extracted_frames/town 3/town3_rainy/collision/run_55,failure
extracted_frames/town 3/town3_sunny/collision/run_192,failure
extracted_frames/town 5/town5_sunny/success/run_46,success
extracted_frames/town 2/town2_rainy/success/run_24,success
extracted_frames/town 3/town3_sunny/lane_violation/run_36,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_59,failure
extracted_frames/town 3/town3_rainy/collision/run_260,failure
extracted_frames/town 2/town2_sunny/success/run_15,success
extracted_frames/town 5/town5_sunny/success/run_279,success
extracted_frames/town 2/town2_rainy/success/run_28,success
extracted_frames/town 5/town5_sunny/success/run_40,success
extracted_frames/town 3/town3_sunny/collision/run_123,failure
extracted_frames/town 5/town5_sunny/success/run_145,success
extracted_frames/town 3/town3_sunny/lane_violation/run_50,failure
extracted_frames/town 2/town2_rainy/collision/run_63,failure
extracted_frames/town 5/town5_sunny/success/run_159,success
extracted_frames/town 3/town3_rainy/lane_violation/run_261,failure
extracted_frames/town 5/town5_sunny/success/run_265,success
extracted_frames/town 3/town3_rainy/lane_violation/run_204,failure
extracted_frames/town 5/town5_sunny/success/run_160,success
extracted_frames/town 5/town5_sunny/success/run_100,success
extracted_frames/town 5/town5_sunny/success/run_154,success
extracted_frames/town 2/town2_sunny/success/run_53,success
extracted_frames/town 2/town2_rainy/collision/run_84,failure
extracted_frames/town 5/town5_sunny/success/run_75,success
extracted_frames/town 3/town3_rainy/collision/run_146,failure
extracted_frames/town 5/town5_rainy/lane_violation/run_17,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_238,failure
extracted_frames/town 2/town2_rainy/success/run_101,success
extracted_frames/town 5/town5_rainy/lane_violation/run_210,failure
extracted_frames/town 3/town3_rainy/collision/run_83,failure
extracted_frames/town 5/town5_sunny/success/run_86,success
extracted_frames/town 2/town2_sunny/success/run_101,success
extracted_frames/town 5/town5_sunny/success/run_33,success
extracted_frames/town 5/town5_sunny/lane_violation/run_261,failure
extracted_frames/town 5/town5_sunny/success/run_171,success
extracted_frames/town 5/town5_sunny/success/run_90,success
extracted_frames/town 5/town5_sunny/success/run_292,success
extracted_frames/town 2/town2_sunny/success/run_27,success
extracted_frames/town 3/town3_rainy/collision/run_52,failure
extracted_frames/town 5/town5_sunny/lane_violation/run_32,failure
extracted_frames/town 5/town5_rainy/collision/run_211,failure
extracted_frames/town 2/town2_sunny/success/run_9,success
extracted_frames/town 2/town2_rainy/success/run_33,success
extracted_frames/town 3/town3_rainy/collision/run_24,failure
extracted_frames/town 3/town3_sunny/lane_violation/run_37,failure
extracted_frames/town 2/town2_sunny/success/run_43,success
